rank,token,count,fileCount,reason,suggestedPronunciation,sameAsOriginal,score,qualityFlags,autoDecision,reviewerDecision,reviewerNote
287,Mu'tezile,1144,137,apostrophe,Mutezile,false,565,apostrophe_only|very_high_frequency,accept,,
288,Kâfirlerin,1142,253,circumflex,Kâfirlerin,true,550,same_as_original|very_high_frequency,review,,
289,Hattâb,1140,151,circumflex,Hattâb,true,550,same_as_original|very_high_frequency,review,,
290,sâhibidir,1136,149,circumflex,sâhibidir,true,550,same_as_original|very_high_frequency,review,,
291,mensûb,1135,181,circumflex,mensûb,true,550,same_as_original|very_high_frequency,review,,
292,Dârimî,1134,117,circumflex,Dârimî,true,550,same_as_original|very_high_frequency,review,,
293,mu'cize,1127,140,apostrophe,mucize,false,565,apostrophe_only|very_high_frequency,accept,,
294,sâdır,1125,123,circumflex,sâdır,true,550,same_as_original|very_high_frequency,review,,
295,hâldir,1124,137,circumflex,hâldir,true,550,same_as_original|very_high_frequency,review,,
297,Mes'ûd'dan,1112,128,circumflex|apostrophe,Mes'ûddan,false,615,very_high_frequency,accept,,
298,İsa'ya,1111,123,apostrophe,İsaya,false,565,apostrophe_only|very_high_frequency,accept,,
299,hâli,1110,189,circumflex,hâli,true,550,same_as_original|very_high_frequency,review,,
300,rüzgâr,1110,209,circumflex,rüzgâr,true,550,same_as_original|very_high_frequency,review,,
301,âyettir,1108,611,circumflex,âyettir,true,550,same_as_original|very_high_frequency,review,,
302,nübüvvet,1108,181,specialized-legacy,nübüvvet,true,520,same_as_original|very_high_frequency,review,,
303,Firyâbî,1101,85,circumflex,Firyâbî,true,550,same_as_original|very_high_frequency,review,,
304,Tâlib,1100,156,circumflex,Tâlib,true,550,same_as_original|very_high_frequency,review,,
305,Sûresi'nin,1099,239,circumflex|apostrophe,Sûresinin,false,615,very_high_frequency,accept,,
306,mülâhaza,1099,102,circumflex,mülâhaza,true,550,same_as_original|very_high_frequency,review,,
307,İslâm'ın,1095,221,circumflex|apostrophe,İslâm'ın,true,580,same_as_original|very_high_frequency,review,,
308,zâhir,1093,165,circumflex,zâhir,true,550,same_as_original|very_high_frequency,review,,
309,zâtı,1082,147,circumflex,zâtı,true,550,same_as_original|very_high_frequency,review,,
310,talâk,1079,55,circumflex,talâk,true,550,same_as_original|very_high_frequency,review,,
311,Câbir,1077,167,circumflex,Câbir,true,550,same_as_original|very_high_frequency,review,,
312,ifâdesinin,1077,102,circumflex,ifâdesinin,true,550,same_as_original|very_high_frequency,review,,
313,İbrâhîm'in,1072,109,circumflex|apostrophe,İbrâhîmin,false,615,very_high_frequency,accept,,
314,ifâdenin,1062,66,circumflex,ifâdenin,true,550,same_as_original|very_high_frequency,review,,
315,Atâ',1058,100,circumflex,Atâ',true,550,same_as_original|short_token|edge_apostrophe|very_high_frequency,review,,
317,maddî,1057,208,circumflex,maddî,true,550,same_as_original|very_high_frequency,review,,
318,Meryem'in,1055,97,apostrophe,Meryemin,false,565,apostrophe_only|very_high_frequency,accept,,
320,kıraati,1049,175,specialized-legacy,kıraati,true,520,same_as_original|very_high_frequency,review,,
321,SÛRESİ,1046,1037,circumflex,SÛRESİ,true,550,same_as_original|very_high_frequency,review,,
322,lâkin,1043,132,circumflex,lâkin,true,550,same_as_original|very_high_frequency,review,,
323,mezkûr,1043,169,circumflex,mezkûr,true,550,same_as_original|very_high_frequency,review,,
326,âlimleri,1033,192,circumflex,âlimleri,true,550,same_as_original|very_high_frequency,review,,
327,Âlimler,1028,120,circumflex,Âlimler,true,550,same_as_original|very_high_frequency,review,,
328,umumî,1027,158,circumflex,umumî,true,550,same_as_original|very_high_frequency,review,,
329,Hâlbuki,1026,192,circumflex,Hâlbuki,true,550,same_as_original|very_high_frequency,review,,
330,Rahîm,1018,454,circumflex,Rahîm,true,550,same_as_original|very_high_frequency,review,,
331,âlim,1016,197,circumflex,âlim,true,550,same_as_original|very_high_frequency,review,,
332,hâkim,1012,193,circumflex,hâkim,true,550,same_as_original|very_high_frequency,review,,
333,imâmlarından,1008,21,circumflex,imâmlarından,true,550,same_as_original|very_high_frequency,review,,
334,kelâmı,1006,203,circumflex,kelâmı,true,550,same_as_original|very_high_frequency,review,,
335,hattâ,1004,123,circumflex,hattâ,true,550,same_as_original|very_high_frequency,review,,
336,mânâsında,1004,170,circumflex,mânâsında,true,550,same_as_original|very_high_frequency,review,,
338,şerîf,1001,74,circumflex,şerîf,true,550,same_as_original|very_high_frequency,review,,
339,Bezzâr,1000,107,circumflex,Bezzâr,true,550,same_as_original|very_high_frequency,review,,
340,Eyyûb,1000,62,circumflex,Eyyûb,true,550,same_as_original|very_high_frequency,review,,
341,îman'da,995,77,circumflex|apostrophe,îmanda,false,615,,accept,,
342,şer'î,994,155,circumflex,şer'î,true,550,same_as_original,review,,
343,ma'nâ,993,81,circumflex,manâ,false,585,,accept,,
344,salât,993,164,circumflex,salât,true,550,same_as_original,review,,
345,Âdem'e,988,145,circumflex,Âdeme,false,585,,accept,,
346,râcidir,988,133,circumflex,râcidir,true,550,same_as_original,review,,
347,evlâ,975,130,circumflex,evlâ,true,550,same_as_original,review,,
349,âhirete,974,247,circumflex,âhirete,true,550,same_as_original,review,,
351,Benî,971,131,circumflex,Benî,true,550,same_as_original,review,,
352,dâir,967,177,circumflex,dâir,true,550,same_as_original,review,,
353,Mekke'den,966,201,apostrophe,Mekkeden,false,565,apostrophe_only,accept,,
354,Abbâs'a,965,95,circumflex,Abbâsa,false,585,,accept,,
355,Zekât,962,87,circumflex,Zekât,true,550,same_as_original,review,,
356,hâl'dir,958,92,circumflex|apostrophe,hâldir,false,615,,accept,,
357,Salât,956,171,circumflex,Salât,true,550,same_as_original,review,,
358,Resûlüllah'a,955,78,circumflex,Resûlüllaha,false,585,,accept,,
359,Sûrenin,951,282,circumflex,Sûrenin,true,550,same_as_original,review,,
360,Fir'avn,950,86,apostrophe,Firavn,false,565,apostrophe_only,accept,,
361,mekân,950,191,circumflex,mekân,true,550,same_as_original,review,,
362,Süfyân,950,88,circumflex,Süfyân,true,550,same_as_original,review,,
363,sûresinin,947,158,circumflex,sûresinin,true,550,same_as_original,review,,
364,imkânı,944,210,circumflex,imkânı,true,550,same_as_original,review,,
365,azâbın,940,186,circumflex,azâbın,true,550,same_as_original,review,,
366,Hibbân,938,99,circumflex,Hibbân,true,550,same_as_original,review,,
367,hikâye,936,221,circumflex,hikâye,true,550,same_as_original,review,,
368,Şa'bî,933,183,circumflex,Şabî,false,585,,accept,,
369,Sâlih,931,179,circumflex,Sâlih,true,550,same_as_original,review,,
370,Fir'avun'un,928,72,apostrophe,Firavunun,false,565,apostrophe_only,accept,,
371,Vahidî,923,91,circumflex,Vahidî,true,550,same_as_original,review,,
372,âdet,917,182,circumflex,âdet,true,550,same_as_original,review,,
373,mânâya,916,149,circumflex,mânâya,true,550,same_as_original,review,,
374,Ya'lâ,915,112,circumflex,Yalâ,false,585,,accept,,
375,te'vil,911,144,apostrophe|specialized-legacy,tevil,false,585,,accept,,
376,âdil,910,157,circumflex,âdil,true,550,same_as_original,review,,
378,râcîdir,902,78,circumflex,râcîdir,true,550,same_as_original,review,,
379,zahirî,895,137,circumflex,zahirî,true,550,same_as_original,review,,
380,Sîbeveyh,884,99,circumflex,Sîbeveyh,true,550,same_as_original,review,,
381,ilahî,881,104,circumflex,ilahî,true,550,same_as_original,review,,
382,müfessirîn,876,99,circumflex,müfessirîn,true,550,same_as_original,review,,
384,ilâhlar,865,192,circumflex,ilâhlar,true,550,same_as_original,review,,
385,rivâyette,865,121,circumflex,rivâyette,true,550,same_as_original,review,,
386,âlemi,862,177,circumflex,âlemi,true,550,same_as_original,review,,
387,alâmet,861,196,circumflex,alâmet,true,550,same_as_original,review,,
388,Musa'nın,860,64,apostrophe,Musanın,false,565,apostrophe_only,accept,,
389,şâhid,860,83,circumflex,şâhid,true,550,same_as_original,review,,
391,Dünyâ,852,46,circumflex,Dünyâ,true,550,same_as_original,review,,
392,ilâve,852,167,circumflex,ilâve,true,550,same_as_original,review,,
393,idrâk,844,127,circumflex,idrâk,true,550,same_as_original,review,,
394,Kur'ân'dır,842,214,circumflex|apostrophe,Kur'ândır,false,615,,accept,,
395,kâmil,837,173,circumflex,kâmil,true,550,same_as_original,review,,
396,Talâk,835,76,circumflex,Talâk,true,550,same_as_original,review,,
397,hakîm,833,127,circumflex,hakîm,true,550,same_as_original,review,,
398,kelâmın,832,153,circumflex,kelâmın,true,550,same_as_original,review,,
399,yakîn,831,165,circumflex,yakîn,true,550,same_as_original,review,,
400,alâ,827,185,circumflex,alâ,true,550,same_as_original|short_token,review,,
401,Abbâs'ın,826,58,circumflex|apostrophe,Abbâs'ın,true,580,same_as_original,review,,
402,Zühd'de,816,63,apostrophe,Zühdde,false,565,apostrophe_only,accept,,
403,Enbârî,815,107,circumflex,Enbârî,true,550,same_as_original,review,,
404,Ferrâ,812,111,circumflex,Ferrâ,true,550,same_as_original,review,,
406,lâfzın,806,124,circumflex,lâfzın,true,550,same_as_original,review,,
407,Kırâat,800,24,circumflex,Kırâat,true,550,same_as_original,review,,
409,kâfirlerle,792,183,circumflex,kâfirlerle,true,550,same_as_original,review,,
410,îmana,790,190,circumflex,îmana,true,550,same_as_original,review,,
411,âhireti,787,220,circumflex,âhireti,true,550,same_as_original,review,,
412,Sa'lebî,786,130,circumflex|apostrophe,Salebî,false,615,,accept,,
413,Nüzul,785,230,specialized-legacy,Nüzul,true,520,same_as_original,review,,
414,râci,784,145,circumflex,râci,true,550,same_as_original,review,,
415,te'kit,783,98,apostrophe,tekit,false,565,apostrophe_only,accept,,
416,sûreyi,782,232,circumflex,sûreyi,true,550,same_as_original,review,,
417,Âişe'den,780,85,circumflex|apostrophe,Âişeden,false,615,,accept,,
418,Âdem'i,780,164,circumflex,Âdemi,false,585,,accept,,
419,Nuh'un,779,114,apostrophe,Nuhun,false,565,apostrophe_only,accept,,
420,şâhit,779,83,circumflex,şâhit,true,550,same_as_original,review,,
421,râzı,778,135,circumflex,râzı,true,550,same_as_original,review,,
422,Ömer'in,777,155,apostrophe,Ömerin,false,565,apostrophe_only,accept,,
423,âyetlerle,777,215,circumflex,âyetlerle,true,550,same_as_original,review,,
424,ahlâk,774,188,circumflex,ahlâk,true,550,same_as_original,review,,
425,Nâfi',773,107,circumflex,Nâfi',true,550,same_as_original|edge_apostrophe,review,,
426,manevî,771,178,circumflex,manevî,true,550,same_as_original,review,,
427,Zeyd'in,770,144,apostrophe,Zeydin,false,565,apostrophe_only,accept,,
428,mükâfatı,769,195,circumflex,mükâfatı,true,550,same_as_original,review,,
429,mübtedâ,762,110,circumflex,mübtedâ,true,550,same_as_original,review,,
430,lâfzını,759,123,circumflex,lâfzını,true,550,same_as_original,review,,
431,Yûsuf'a,758,17,circumflex,Yûsufa,false,585,,accept,,
432,İsa'yı,758,81,apostrophe,İsayı,false,565,apostrophe_only,accept,,
433,vâris,756,115,circumflex,vâris,true,550,same_as_original,review,,
434,bâtıldır,755,116,circumflex,bâtıldır,true,550,same_as_original,review,,
435,Yusuf'un,754,48,apostrophe,Yusufun,false,565,apostrophe_only,accept,,
436,âyetleridir,754,188,circumflex,âyetleridir,true,550,same_as_original,review,,
437,âyetlerden,753,199,circumflex,âyetlerden,true,550,same_as_original,review,,
438,A'râf,752,130,circumflex,Arâf,false,585,,accept,,
439,âlemlere,747,162,circumflex,âlemlere,true,550,same_as_original,review,,
441,ma'lûm,744,91,circumflex|apostrophe,malûm,false,615,,accept,,
442,Lût'un,741,116,circumflex|apostrophe,Lûtun,false,615,,accept,,
443,mecazî,741,136,circumflex,mecazî,true,550,same_as_original,review,,
444,teâlâ'ya,739,87,circumflex|apostrophe,teâlâ'ya,true,580,same_as_original,review,,
445,islâm,730,91,circumflex,islâm,true,550,same_as_original,review,,
446,Mûsa'yı,729,136,circumflex|apostrophe,Mûsayı,false,615,,accept,,
448,Ashâb,728,105,circumflex,Ashâb,true,550,same_as_original,review,,
449,kâfi,728,149,circumflex,kâfi,true,550,same_as_original,review,,
450,Ali'den,726,140,apostrophe,Aliden,false,565,apostrophe_only,accept,,
451,kerime'de,725,49,apostrophe,kerimede,false,565,apostrophe_only,accept,,
452,Sevrî,725,102,circumflex,Sevrî,true,550,same_as_original,review,,
453,âlem,719,148,circumflex,âlem,true,550,same_as_original,review,,
454,ruhanî,716,137,circumflex,ruhanî,true,550,same_as_original,review,,
455,Sûresi'ni,715,111,circumflex|apostrophe,Sûresini,false,615,,accept,,
456,mâlik,715,133,circumflex,mâlik,true,550,same_as_original,review,,
457,sûresini,711,304,circumflex,sûresini,true,550,same_as_original,review,,
458,Âsim,709,104,circumflex,Âsim,true,550,same_as_original,review,,
459,âyetlerine,709,173,circumflex,âyetlerine,true,550,same_as_original,review,,
461,Rasûlüne,708,139,circumflex,Rasûlüne,true,550,same_as_original,review,,
463,âyetlerinde,706,171,circumflex,âyetlerinde,true,550,same_as_original,review,,
464,ma'nâsına,705,72,circumflex|apostrophe,manâsına,false,615,,accept,,
465,rivâyeti,703,139,circumflex,rivâyeti,true,550,same_as_original,review,,
466,Yûsuf'u,702,13,circumflex,Yûsufu,false,585,,accept,,
467,azîz,699,149,circumflex,azîz,true,550,same_as_original,review,,
469,Âlemlerin,692,157,circumflex,Âlemlerin,true,550,same_as_original,review,,
471,inkâra,687,159,circumflex,inkâra,true,550,same_as_original,review,,
472,evvelâ,686,80,circumflex,evvelâ,true,550,same_as_original,review,,
473,zarurî,679,105,circumflex,zarurî,true,550,same_as_original,review,,
474,Kerîm,677,138,circumflex,Kerîm,true,550,same_as_original,review,,
475,ta'bir,672,94,apostrophe,tabir,false,565,apostrophe_only,accept,,
476,mânâda,672,123,circumflex,mânâda,true,550,same_as_original,review,,
477,Nisâ,667,96,circumflex,Nisâ,true,550,same_as_original,review,,
478,Resûlüne,667,96,circumflex,Resûlüne,true,550,same_as_original,review,,
480,İkrime'den,664,97,apostrophe,İkrimeden,false,565,apostrophe_only,accept,,
481,edâtı,664,77,circumflex,edâtı,true,550,same_as_original,review,,
482,âyetlere,662,177,circumflex,âyetlere,true,550,same_as_original,review,,
483,Sahih'inde,659,104,apostrophe,Sahihinde,false,565,apostrophe_only,accept,,
484,zamîr,659,67,circumflex,zamîr,true,550,same_as_original,review,,
485,Azame'de,656,66,apostrophe,Azamede,false,565,apostrophe_only,accept,,
488,ba'zıları,653,88,apostrophe,bazıları,false,565,apostrophe_only,accept,,
489,Hâris,650,129,circumflex,Hâris,true,550,same_as_original,review,,
490,salâtü,650,99,circumflex,salâtü,true,550,same_as_original,review,,
491,Nûh'un,649,117,circumflex|apostrophe,Nûhun,false,615,,accept,,
492,Mu'tezile'nin,649,51,apostrophe,Mutezilenin,false,565,apostrophe_only,accept,,
493,vârid,647,153,circumflex,vârid,true,550,same_as_original,review,,
494,illâ,644,153,circumflex,illâ,true,550,same_as_original,review,,
495,Kuşeyrî,643,86,circumflex,Kuşeyrî,true,550,same_as_original,review,,
496,evlâdır,642,76,circumflex,evlâdır,true,550,same_as_original,review,,
497,Buharî,641,185,circumflex,Buharî,true,550,same_as_original,review,,
498,mâna,641,51,circumflex,mâna,true,550,same_as_original,review,,
499,Esmâ,638,72,circumflex,Esmâ,true,550,same_as_original,review,,
500,Velîd,637,101,circumflex,Velîd,true,550,same_as_original,review,,
501,merfû,634,104,circumflex,merfû,true,550,same_as_original,review,,
502,Kerîm'de,630,100,circumflex|apostrophe,Kerîmde,false,615,,accept,,
503,Hatîb,630,82,circumflex,Hatîb,true,550,same_as_original,review,,
504,âyetlerinin,628,221,circumflex,âyetlerinin,true,550,same_as_original,review,,
505,Kûfeliler,625,92,circumflex,Kûfeliler,true,550,same_as_original,review,,
506,âdeti,622,173,circumflex,âdeti,true,550,same_as_original,review,,
507,Kâfirlere,620,173,circumflex,Kâfirlere,true,550,same_as_original,review,,
508,mealde,619,161,specialized-legacy,mealde,true,520,same_as_original,review,,
509,Kelâmın,618,103,circumflex,Kelâmın,true,550,same_as_original,review,,
510,ezelî,617,138,circumflex,ezelî,true,550,same_as_original,review,,
511,umûmî,616,57,circumflex,umûmî,true,550,same_as_original,review,,
512,Bedir'de,612,127,apostrophe,Bedirde,false,565,apostrophe_only,accept,,
513,İslâm'ı,612,163,circumflex,İslâm'ı,true,550,same_as_original,review,,
514,malûm,612,106,circumflex,malûm,true,550,same_as_original,review,,
515,ma'tûf,608,87,circumflex|apostrophe,matûf,false,615,,accept,,
516,Cübeyr'den,607,102,apostrophe,Cübeyrden,false,565,apostrophe_only,accept,,
517,Ferrâ'',605,67,circumflex,Ferrâ'',true,550,same_as_original|edge_apostrophe,review,,
518,mâni,605,80,circumflex,mâni,true,550,same_as_original,review,,
520,âlimlerin,603,159,circumflex,âlimlerin,true,550,same_as_original,review,,
521,nüzulü,601,120,specialized-legacy,nüzulü,true,520,same_as_original,review,,
522,Allah'tandır,594,127,apostrophe,Allahtandır,false,565,apostrophe_only,accept,,
523,âlemde,594,147,circumflex,âlemde,true,550,same_as_original,review,,
525,azâbından,592,132,circumflex,azâbından,true,550,same_as_original,review,,
526,ilâ,591,147,circumflex,ilâ,true,550,same_as_original|short_token,review,,
527,mükâfatını,591,140,circumflex,mükâfatını,true,550,same_as_original,review,,
528,cinsî,588,65,circumflex,cinsî,true,550,same_as_original,review,,
529,hâline,588,124,circumflex,hâline,true,550,same_as_original,review,,
530,mânasına,586,20,circumflex,mânasına,true,550,same_as_original,review,,
531,Zührî,586,115,circumflex,Zührî,true,550,same_as_original,review,,
532,Zemahşerî,584,146,circumflex,Zemahşerî,true,550,same_as_original,review,,
533,Firyabî,582,25,circumflex,Firyabî,true,550,same_as_original,review,,
534,Süddî'den,581,65,circumflex|apostrophe,Süddî'den,true,580,same_as_original,review,,
535,İblis'in,581,104,apostrophe,İblisin,false,565,apostrophe_only,accept,,
536,Âliyye,581,84,circumflex,Âliyye,true,550,same_as_original,review,,
537,fâsık,581,111,circumflex,fâsık,true,550,same_as_original,review,,
538,îmanı,581,129,circumflex,îmanı,true,550,same_as_original,review,,
539,Ya'kub,579,59,apostrophe,Yakub,false,565,apostrophe_only,accept,,
540,dalâlet,579,130,circumflex,dalâlet,true,550,same_as_original,review,,
541,mânâyı,578,125,circumflex,mânâyı,true,550,same_as_original,review,,
542,İbrâhîm'e,577,77,circumflex,İbrâhîme,false,585,,accept,,
543,Nikâh,577,44,circumflex,Nikâh,true,550,same_as_original,review,,
544,kâdirdir,574,109,circumflex,kâdirdir,true,550,same_as_original,review,,
545,ma'nası,572,66,apostrophe,manası,false,565,apostrophe_only,accept,,
546,ihlâs,572,150,circumflex,ihlâs,true,550,same_as_original,review,,
547,Muâz,568,89,circumflex,Muâz,true,550,same_as_original,review,,
548,Rahmân'ın,567,110,circumflex|apostrophe,Rahmân'ın,true,580,same_as_original,review,,
549,rivâyetinde,567,137,circumflex,rivâyetinde,true,550,same_as_original,review,,
551,Evsat'ta,566,68,apostrophe,Evsatta,false,565,apostrophe_only,accept,,
552,ma'ruf,566,79,apostrophe,maruf,false,565,apostrophe_only,accept,,
553,alâkalı,565,103,circumflex,alâkalı,true,550,same_as_original,review,,
554,celâl,565,114,circumflex,celâl,true,550,same_as_original,review,,
555,Deylemî,565,122,circumflex,Deylemî,true,550,same_as_original,review,,
556,âyetlerinden,563,171,circumflex,âyetlerinden,true,550,same_as_original,review,,
557,Maverdî,561,85,circumflex,Maverdî,true,550,same_as_original,review,,
558,Razî,561,125,circumflex,Razî,true,550,same_as_original,review,,
559,mahzûftur,560,111,circumflex,mahzûftur,true,550,same_as_original,review,,
560,ahkâmı,559,70,circumflex,ahkâmı,true,550,same_as_original,review,,
561,lâfzından,557,149,circumflex,lâfzından,true,550,same_as_original,review,,
562,Âliye,556,96,circumflex,Âliye,true,550,same_as_original,review,,
563,aslî,556,107,circumflex,aslî,true,550,same_as_original,review,,
564,inkârı,556,158,circumflex,inkârı,true,550,same_as_original,review,,
565,Yahûdîler,556,45,circumflex,Yahûdîler,true,550,same_as_original,review,,
566,Kabe'nin,555,123,apostrophe,Kabenin,false,565,apostrophe_only,accept,,
567,âittir,555,63,circumflex,âittir,true,550,same_as_original,review,,
568,Kâbe'yi,554,39,circumflex|apostrophe,Kâbeyi,false,615,,accept,,
569,Mûsa'dan,548,120,circumflex|apostrophe,Mûsadan,false,615,,accept,,
570,Allah'dır,546,106,apostrophe,Allahdır,false,565,apostrophe_only,accept,,
571,irâde,546,90,circumflex,irâde,true,550,same_as_original,review,,
572,kat'î,543,90,circumflex,kat'î,true,550,same_as_original,review,,
573,Cevherî,542,67,circumflex,Cevherî,true,550,same_as_original,review,,
574,Mes'ûd'un,541,102,circumflex|apostrophe,Mes'ûdun,false,615,,accept,,
575,Buhâri,541,70,circumflex,Buhâri,true,550,same_as_original,review,,
576,ilmî,540,96,circumflex,ilmî,true,550,same_as_original,review,,
577,Âhirette,539,174,circumflex,Âhirette,true,550,same_as_original,review,,
578,Mekkî,539,181,circumflex,Mekkî,true,550,same_as_original,review,,
579,Ali'ye,538,137,apostrophe,Aliye,false,565,apostrophe_only,accept,,
580,cezâ,538,71,circumflex,cezâ,true,550,same_as_original,review,,
581,tabiî,537,113,circumflex,tabiî,true,550,same_as_original,review,,
582,âhiretin,535,172,circumflex,âhiretin,true,550,same_as_original,review,,
583,Ali'nin,534,119,apostrophe,Alinin,false,565,apostrophe_only,accept,,
584,sükûn,534,125,circumflex,sükûn,true,550,same_as_original,review,,
585,rükû,533,97,circumflex,rükû,true,550,same_as_original,review,,
586,Musâ,531,35,circumflex,Musâ,true,550,same_as_original,review,,
587,Mâlik'in,530,37,circumflex|apostrophe,Mâlikin,false,615,,accept,,
588,uhrevî,529,133,circumflex,uhrevî,true,550,same_as_original,review,,
589,taallûk,528,86,circumflex,taallûk,true,550,same_as_original,review,,
590,şehâdet,526,67,circumflex,şehâdet,true,550,same_as_original,review,,
591,hakikî,525,80,circumflex,hakikî,true,550,same_as_original,review,,
592,rivâyetler,525,86,circumflex,rivâyetler,true,550,same_as_original,review,,
593,hâle,524,130,circumflex,hâle,true,550,same_as_original,review,,
594,ta'zim,521,104,apostrophe,tazim,false,565,apostrophe_only,accept,,
595,Sûresinin,520,161,circumflex,Sûresinin,true,550,same_as_original,review,,
596,hâdise,519,97,circumflex,hâdise,true,550,same_as_original,review,,
597,Musa'ya,518,61,apostrophe,Musaya,false,565,apostrophe_only,accept,,
598,işâret,517,76,circumflex,işâret,true,550,same_as_original,review,,
599,kâfire,517,134,circumflex,kâfire,true,550,same_as_original,review,,
600,Dahhâk'tan,516,74,circumflex|apostrophe,Dahhâktan,false,615,,accept,,
601,Bilâkis,515,107,circumflex,Bilâkis,true,550,same_as_original,review,,
602,riâyet,514,109,circumflex,riâyet,true,550,same_as_original,review,,
605,Amr'dan,512,85,apostrophe,Amrdan,false,565,apostrophe_only,accept,,
606,hususî,512,91,circumflex,hususî,true,550,same_as_original,review,,
607,ifâdesindeki,511,66,circumflex,ifâdesindeki,true,550,same_as_original,review,,
608,Mehdevî,509,66,circumflex,Mehdevî,true,550,same_as_original,review,,
609,halâl,506,27,circumflex,halâl,true,550,same_as_original,review,,
610,lânet,506,90,circumflex,lânet,true,550,same_as_original,review,,
611,Hudrî,505,130,circumflex,Hudrî,true,550,same_as_original,review,,
612,Harun'un,504,92,apostrophe,Harunun,false,565,apostrophe_only,accept,,
613,alâkadar,504,78,circumflex,alâkadar,true,550,same_as_original,review,,
614,ashâb,504,70,circumflex,ashâb,true,550,same_as_original,review,,
615,itaatkâr,504,138,circumflex,itaatkâr,true,550,same_as_original,review,,
616,Muâviye,504,72,circumflex,Muâviye,true,550,same_as_original,review,,
617,zâlimlerin,504,129,circumflex,zâlimlerin,true,550,same_as_original,review,,
618,Kur'an'da,503,95,apostrophe,Kuran,false,565,apostrophe_only,accept,,
619,günahkârlar,502,148,circumflex,günahkârlar,true,550,same_as_original,review,,
620,Ahzâb,500,107,circumflex,Ahzâb,true,550,same_as_original,review,,
621,dâhil,500,108,circumflex,dâhil,true,550,same_as_original,review,,
623,Sûresi'ndeki,499,131,circumflex|apostrophe,Sûresindeki,false,614,,accept,,
624,alâmeti,499,146,circumflex,alâmeti,true,549,same_as_original,review,,
625,sâbit,499,102,circumflex,sâbit,true,549,same_as_original,review,,
626,bâtılı,498,128,circumflex,bâtılı,true,548,same_as_original,review,,
627,mu'cizeler,496,85,apostrophe,mucizeler,false,561,apostrophe_only,review,,
628,İslâm'dan,495,112,circumflex|apostrophe,İslâmdan,false,610,,accept,,
629,Osmân,495,32,circumflex,Osmân,true,545,same_as_original,review,,
630,Şuab'da,494,25,apostrophe,Şuabda,false,559,apostrophe_only,review,,
631,âyetlerimiz,494,150,circumflex,âyetlerimiz,true,544,same_as_original,review,,
632,adetâ,493,53,circumflex,adetâ,true,543,same_as_original,review,,
633,Enbiyâ,492,113,circumflex,Enbiyâ,true,542,same_as_original,review,,
634,Kâbe'nin,491,57,circumflex|apostrophe,Kâbenin,false,606,,accept,,
635,âlimlere,490,115,circumflex,âlimlere,true,540,same_as_original,review,,
636,Kaffâl,490,48,circumflex,Kaffâl,true,540,same_as_original,review,,
637,Sûr'a,489,96,circumflex,Sûra,false,574,,accept,,
638,ahlâkı,489,120,circumflex,ahlâkı,true,539,same_as_original,review,,
639,Âyeti,489,118,circumflex,Âyeti,true,539,same_as_original,review,,
