rank,token,count,fileCount,reason,suggestedPronunciation,sameAsOriginal,score,qualityFlags,autoDecision,reviewerDecision,reviewerNote
640,mef'ûlün,486,129,circumflex|apostrophe,mef'ûlün,true,566,same_as_original,review,,
641,cihâd,486,53,circumflex,cihâd,true,536,same_as_original,review,,
642,da'vet,485,78,apostrophe,davet,false,550,apostrophe_only,review,,
643,infâk,485,38,circumflex,infâk,true,535,same_as_original,review,,
644,Kerîm'in,484,89,circumflex|apostrophe,Kerîmin,false,599,,accept,,
645,cismanî,484,104,circumflex,cismanî,true,534,same_as_original,review,,
646,hâsıl,484,98,circumflex,hâsıl,true,534,same_as_original,review,,
648,bâtıla,482,133,circumflex,bâtıla,true,532,same_as_original,review,,
649,sallâllahü,482,72,circumflex,sallâllahü,true,532,same_as_original,review,,
650,kâdir,481,107,circumflex,kâdir,true,531,same_as_original,review,,
651,İncil'de,477,99,apostrophe,İncilde,false,542,apostrophe_only,review,,
652,müteşabih,477,53,specialized-legacy,müteşabih,true,497,same_as_original,review,,
653,Âhıret,476,74,circumflex,Âhıret,true,526,same_as_original,review,,
654,Âhiret,476,143,circumflex,Âhiret,true,526,same_as_original,review,,
655,cumhûr,475,84,circumflex,cumhûr,true,525,same_as_original,review,,
656,muzâf,475,99,circumflex,muzâf,true,525,same_as_original,review,,
657,selâmet,473,127,circumflex,selâmet,true,523,same_as_original,review,,
658,Âyetlerimizi,472,110,circumflex,Âyetlerimizi,true,522,same_as_original,review,,
659,ilâhe,472,81,circumflex,ilâhe,true,522,same_as_original,review,,
660,kadîm,472,77,circumflex,kadîm,true,522,same_as_original,review,,
661,Nihâyet,472,87,circumflex,Nihâyet,true,522,same_as_original,review,,
662,kıraatinde,471,112,specialized-legacy,kıraatinde,true,491,same_as_original,review,,
663,rahîm,470,100,circumflex,rahîm,true,520,same_as_original,review,,
664,Sâbit,469,68,circumflex,Sâbit,true,519,same_as_original,review,,
666,lâfzına,468,123,circumflex,lâfzına,true,518,same_as_original,review,,
667,âhiretteki,467,166,circumflex,âhiretteki,true,517,same_as_original,review,,
669,Fâtiha,464,70,circumflex,Fâtiha,true,514,same_as_original,review,,
670,ifâdesine,464,62,circumflex,ifâdesine,true,514,same_as_original,review,,
671,Tastî,462,63,circumflex,Tastî,true,512,same_as_original,review,,
672,Hattâ,461,111,circumflex,Hattâ,true,511,same_as_original,review,,
673,hevâ,461,98,circumflex,hevâ,true,511,same_as_original,review,,
674,semavî,461,107,circumflex,semavî,true,511,same_as_original,review,,
676,Hudrî'den,460,71,circumflex|apostrophe,Hudrî'den,true,540,same_as_original,review,,
677,ifâdesinden,460,68,circumflex,ifâdesinden,true,510,same_as_original,review,,
678,mealindeki,460,76,specialized-legacy,mealindeki,true,480,same_as_original,review,,
679,Câbir'den,458,72,circumflex|apostrophe,Câbirden,false,573,,accept,,
680,Hilye'de,458,65,apostrophe,Hilyede,false,523,apostrophe_only,review,,
681,Musannef'te,458,55,apostrophe,Musannefte,false,523,apostrophe_only,review,,
682,münâfıklar,457,47,circumflex,münâfıklar,true,507,same_as_original,review,,
683,Azîz,455,120,circumflex,Azîz,true,505,same_as_original,review,,
684,Allah'adır,454,123,apostrophe,Allahadır,false,519,apostrophe_only,review,,
685,teâlâ'n,454,49,circumflex,teâlâ'n,true,504,same_as_original,review,,
686,Kıraat,454,93,specialized-legacy,Kıraat,true,474,same_as_original,review,,
687,gâlib,453,90,circumflex,gâlib,true,503,same_as_original,review,,
688,hidâyeti,451,115,circumflex,hidâyeti,true,501,same_as_original,review,,
689,Hulâsa,451,74,circumflex,Hulâsa,true,501,same_as_original,review,,
690,ittikâ,451,49,circumflex,ittikâ,true,501,same_as_original,review,,
691,Zeyd'den,450,108,apostrophe,Zeydden,false,515,apostrophe_only,review,,
692,şikâyet,450,127,circumflex,şikâyet,true,500,same_as_original,review,,
693,Enfâl,449,91,circumflex,Enfâl,true,499,same_as_original,review,,
694,Abdillah'tan,448,64,apostrophe,Abdillahtan,false,513,apostrophe_only,review,,
695,Yakub'un,448,59,apostrophe,Yakubun,false,513,apostrophe_only,review,,
696,merfûdur,448,85,circumflex,merfûdur,true,498,same_as_original,review,,
697,kâfirlerdir,447,144,circumflex,kâfirlerdir,true,497,same_as_original,review,,
698,mükâfaatı,447,59,circumflex,mükâfaatı,true,497,same_as_original,review,,
699,Mâlik'ten,446,37,circumflex|apostrophe,Mâlikten,false,561,,accept,,
700,âlimlerinin,446,109,circumflex,âlimlerinin,true,496,same_as_original,review,,
701,lâzımdır,445,107,circumflex,lâzımdır,true,495,same_as_original,review,,
702,Peygamber'in,443,93,apostrophe,Peygamberin,false,508,apostrophe_only,review,,
703,tabî,443,61,circumflex,tabî,true,493,same_as_original,review,,
704,İmân'da,442,29,circumflex|apostrophe,İmânda,false,557,,accept,,
705,mef'ûlü,442,114,circumflex|apostrophe,mef'ûlü,true,522,same_as_original,review,,
706,Ensâr'dan,439,43,circumflex|apostrophe,Ensârdan,false,554,,accept,,
707,mahlûkatın,436,126,circumflex,mahlûkatın,true,486,same_as_original,review,,
708,fâil,435,120,circumflex,fâil,true,485,same_as_original,review,,
709,sükûnu,435,114,circumflex,sükûnu,true,485,same_as_original,review,,
710,âlemine,434,104,circumflex,âlemine,true,484,same_as_original,review,,
711,ilâhi,433,107,circumflex,ilâhi,true,483,same_as_original,review,,
712,kemâl,433,78,circumflex,kemâl,true,483,same_as_original,review,,
713,tevil,433,122,specialized-legacy,tevil,true,453,same_as_original,review,,
714,Abdürrezzâk,431,5,circumflex,Abdürrezzâk,true,481,same_as_original,review,,
715,Davud'un,430,75,apostrophe,Davudun,false,495,apostrophe_only,review,,
716,icmâ,430,52,circumflex,icmâ,true,480,same_as_original,review,,
717,istifâde,430,50,circumflex,istifâde,true,480,same_as_original,review,,
718,mef'ul,425,98,apostrophe,meful,false,490,apostrophe_only,review,,
719,ni'met,425,72,apostrophe,nimet,false,490,apostrophe_only,review,,
720,Rabî',425,75,circumflex,Rabî',true,475,same_as_original|edge_apostrophe,review,,
722,şer'an,423,102,apostrophe,şeran,false,488,apostrophe_only,review,,
723,Kâbe'ye,421,38,circumflex|apostrophe,Kâbeye,false,536,,accept,,
724,bedenî,421,110,circumflex,bedenî,true,471,same_as_original,review,,
725,cemî,421,49,circumflex,cemî,true,471,same_as_original,review,,
726,şâir,421,126,circumflex,şâir,true,471,same_as_original,review,,
727,gâfil,420,97,circumflex,gâfil,true,470,same_as_original,review,,
728,hâlini,420,110,circumflex,hâlini,true,470,same_as_original,review,,
729,kerîmede,420,39,circumflex,kerîmede,true,470,same_as_original,review,,
730,Yahûdî,420,50,circumflex,Yahûdî,true,470,same_as_original,review,,
731,Abdullah'ın,418,111,apostrophe|specialized-legacy,Abdullah'ın,true,468,same_as_original,review,,
732,isnâdla,417,37,circumflex,isnâdla,true,467,same_as_original,review,,
733,tâat,417,87,circumflex,tâat,true,467,same_as_original,review,,
734,nikâhı,416,54,circumflex,nikâhı,true,466,same_as_original,review,,
735,mahlûk,414,106,circumflex,mahlûk,true,464,same_as_original,review,,
736,Îsa'nın,413,56,circumflex|apostrophe,Îsanın,false,528,,accept,,
737,rivâyetle,413,95,circumflex,rivâyetle,true,463,same_as_original,review,,
738,Bekr'in,412,77,apostrophe,Bekrin,false,477,apostrophe_only,review,,
739,dalâlete,412,82,circumflex,dalâlete,true,462,same_as_original,review,,
740,Melâike,412,74,circumflex,Melâike,true,462,same_as_original,review,,
741,İsrâ'il,411,31,circumflex|apostrophe,İsrâ'il,true,491,same_as_original,review,,
742,naklî,411,100,circumflex,naklî,true,461,same_as_original,review,,
743,felâh,410,74,circumflex,felâh,true,460,same_as_original,review,,
744,mânâsının,410,70,circumflex,mânâsının,true,460,same_as_original,review,,
745,lâfzındaki,408,86,circumflex,lâfzındaki,true,458,same_as_original,review,,
746,hadîs,407,95,circumflex,hadîs,true,457,same_as_original,review,,
748,Hâlid,406,62,circumflex,Hâlid,true,456,same_as_original,review,,
749,lâyıktır,406,111,circumflex,lâyıktır,true,456,same_as_original,review,,
750,Cihâd,405,26,circumflex,Cihâd,true,455,same_as_original,review,,
751,Menâsik,405,18,circumflex,Menâsik,true,455,same_as_original,review,,
752,ashâbı,404,80,circumflex,ashâbı,true,454,same_as_original,review,,
753,Sûresinde,404,121,circumflex,Sûresinde,true,454,same_as_original,review,,
754,kıraatin,404,89,specialized-legacy,kıraatin,true,424,same_as_original,review,,
755,âlemler,403,114,circumflex,âlemler,true,453,same_as_original,review,,
756,Hennâd,402,48,circumflex,Hennâd,true,452,same_as_original,review,,
757,Selmân,402,42,circumflex,Selmân,true,452,same_as_original,review,,
758,edâ,401,87,circumflex,edâ,true,451,same_as_original|short_token,review,,
759,evlât,401,91,circumflex,evlât,true,451,same_as_original,review,,
760,Mısır'da,400,78,apostrophe,Mısırda,false,465,apostrophe_only,review,,
761,alîm,399,89,circumflex,alîm,true,449,same_as_original,review,,
762,te'vili,398,83,apostrophe|specialized-legacy,tevili,false,483,,accept,,
763,delâleti,397,98,circumflex,delâleti,true,447,same_as_original,review,,
764,kıraate,397,93,specialized-legacy,kıraate,true,417,same_as_original,review,,
765,şey'in,395,95,apostrophe,şeyin,false,460,apostrophe_only,review,,
766,Evzaî,395,58,circumflex,Evzaî,true,445,same_as_original,review,,
768,merfû',394,96,circumflex,merfû',true,444,same_as_original|edge_apostrophe,review,,
769,Vekî,394,13,circumflex,Vekî,true,444,same_as_original,review,,
770,isnâd,393,83,circumflex,isnâd,true,443,same_as_original,review,,
771,Nevâdiru'l,392,80,circumflex,Nevâdirul,false,477,,accept,,
772,ahkâm,392,90,circumflex,ahkâm,true,442,same_as_original,review,,
773,amelî,392,104,circumflex,amelî,true,442,same_as_original,review,,
774,kelâmda,390,106,circumflex,kelâmda,true,440,same_as_original,review,,
775,Şâir,390,103,circumflex,Şâir,true,440,same_as_original,review,,
776,Yezîd,390,65,circumflex,Yezîd,true,440,same_as_original,review,,
777,nübüvveti,390,81,specialized-legacy,nübüvveti,true,410,same_as_original,review,,
778,azâba,388,101,circumflex,azâba,true,438,same_as_original,review,,
779,rüzgârı,388,99,circumflex,rüzgârı,true,438,same_as_original,review,,
780,Ca'fer,387,75,apostrophe,Cafer,false,452,apostrophe_only,review,,
781,Âdemoğlu,387,94,circumflex,Âdemoğlu,true,437,same_as_original,review,,
783,bilâkis,385,84,circumflex,bilâkis,true,435,same_as_original,review,,
785,Kerim'de,383,85,apostrophe,Kerimde,false,448,apostrophe_only,review,,
786,Medine'nin,383,91,apostrophe,Medinenin,false,448,apostrophe_only,review,,
787,Ma'mer,381,91,apostrophe,Mamer,false,446,apostrophe_only,review,,
788,Ensar'dan,380,91,apostrophe,Ensardan,false,445,apostrophe_only,review,,
789,Mekke'yi,378,117,apostrophe,Mekkeyi,false,443,apostrophe_only,review,,
790,evlâd,378,67,circumflex,evlâd,true,428,same_as_original,review,,
791,Medine'den,377,100,apostrophe,Medineden,false,442,apostrophe_only,review,,
792,ta'biri,377,64,apostrophe,tabiri,false,442,apostrophe_only,review,,
793,âyetlerimize,377,89,circumflex,âyetlerimize,true,427,same_as_original,review,,
796,kemâle,376,83,circumflex,kemâle,true,426,same_as_original,review,,
797,elîm,374,90,circumflex,elîm,true,424,same_as_original,review,,
798,Rasulullah,374,73,specialized-legacy,Rasulullah,true,394,same_as_original,review,,
799,âyetlerdir,373,89,circumflex,âyetlerdir,true,423,same_as_original,review,,
800,Buyû',373,13,circumflex,Buyû',true,423,same_as_original|edge_apostrophe,review,,
801,kırâete,373,49,circumflex,kırâete,true,423,same_as_original,review,,
802,küllî,373,77,circumflex,küllî,true,423,same_as_original,review,,
803,aşikâr,372,97,circumflex,aşikâr,true,422,same_as_original,review,,
805,mânânın,371,92,circumflex,mânânın,true,421,same_as_original,review,,
806,şâhitlik,371,59,circumflex,şâhitlik,true,421,same_as_original,review,,
807,vâkıf,371,83,circumflex,vâkıf,true,421,same_as_original,review,,
808,Sifât'ta,370,42,circumflex|apostrophe,Sifâtta,false,485,,accept,,
809,Umâme'den,370,57,circumflex|apostrophe,Umâmeden,false,485,,accept,,
810,günahkârların,370,114,circumflex,günahkârların,true,420,same_as_original,review,,
811,mefûl,370,77,circumflex,mefûl,true,420,same_as_original,review,,
812,Resûlü'ne,369,58,circumflex|apostrophe,Resûlü'ne,true,449,same_as_original,review,,
813,ibâdete,369,99,circumflex,ibâdete,true,419,same_as_original,review,,
814,kerîm,369,91,circumflex,kerîm,true,419,same_as_original,review,,
815,İbrâhim'in,368,23,circumflex|apostrophe,İbrâhimin,false,483,,accept,,
816,ta'yin,368,64,apostrophe,tayin,false,433,apostrophe_only,review,,
817,cüz'î,368,77,circumflex,cüz'î,true,418,same_as_original,review,,
818,Kabe'ye,366,69,apostrophe,Kabeye,false,431,apostrophe_only,review,,
819,gâlip,366,81,circumflex,gâlip,true,416,same_as_original,review,,
820,zâlimleri,366,104,circumflex,zâlimleri,true,416,same_as_original,review,,
821,kâfidir,365,97,circumflex,kâfidir,true,415,same_as_original,review,,
822,vâcip,364,52,circumflex,vâcip,true,414,same_as_original,review,,
823,zekâtını,364,67,circumflex,zekâtını,true,414,same_as_original,review,,
824,ribâ,362,16,circumflex,ribâ,true,412,same_as_original,review,,
825,suâl,362,72,circumflex,suâl,true,412,same_as_original,review,,
827,ihtilâfa,361,65,circumflex,ihtilâfa,true,411,same_as_original,review,,
828,tefsîr,361,69,circumflex,tefsîr,true,411,same_as_original,review,,
829,vâhid,361,28,circumflex,vâhid,true,411,same_as_original,review,,
830,âleminde,359,101,circumflex,âleminde,true,409,same_as_original,review,,
831,ihlâslı,359,83,circumflex,ihlâslı,true,409,same_as_original,review,,
832,Merfû',359,70,circumflex,Merfû',true,409,same_as_original|edge_apostrophe,review,,
833,ümmî,359,68,circumflex,ümmî,true,409,same_as_original,review,,
834,Adem'in,358,46,apostrophe,Ademin,false,423,apostrophe_only,review,,
835,câhil,357,82,circumflex,câhil,true,407,same_as_original,review,,
836,ıhtilâf,357,47,circumflex,ıhtilâf,true,407,same_as_original,review,,
838,kıraatine,356,88,specialized-legacy,kıraatine,true,376,same_as_original,review,,
839,hâlis,355,92,circumflex,hâlis,true,405,same_as_original,review,,
840,ibâdeti,354,92,circumflex,ibâdeti,true,404,same_as_original,review,,
841,mekânda,354,80,circumflex,mekânda,true,404,same_as_original,review,,
842,ma'nâsı,352,49,circumflex|apostrophe,manâsı,false,467,,accept,,
843,ifâdeyle,352,55,circumflex,ifâdeyle,true,402,same_as_original,review,,
844,Usûl,352,89,circumflex,Usûl,true,402,same_as_original,review,,
845,te'yid,351,96,apostrophe,teyid,false,416,apostrophe_only,review,,
846,mansûb,351,51,circumflex,mansûb,true,401,same_as_original,review,,
847,mensûh,351,54,circumflex,mensûh,true,401,same_as_original,review,,
849,Muğîre,350,88,circumflex,Muğîre,true,400,same_as_original,review,,
850,zâhirdir,348,82,circumflex,zâhirdir,true,398,same_as_original,review,,
851,Alâ,347,117,circumflex,Alâ,true,397,same_as_original|short_token,review,,
852,ta'lim,346,49,apostrophe,talim,false,411,apostrophe_only,review,,
854,kıraatidir,343,85,specialized-legacy,kıraatidir,true,363,same_as_original,review,,
855,Resûlullah'ın,342,27,circumflex|apostrophe|specialized-legacy,Resûlullah'ın,true,442,same_as_original,review,,
856,Nadîr,342,33,circumflex,Nadîr,true,392,same_as_original,review,,
857,Ubeydullah,342,84,specialized-legacy,Ubeydullah,true,362,same_as_original,review,,
858,emîn,341,74,circumflex,emîn,true,391,same_as_original,review,,
859,ifâdesini,341,57,circumflex,ifâdesini,true,391,same_as_original,review,,
860,sâdık,341,75,circumflex,sâdık,true,391,same_as_original,review,,
861,Tahâre,341,15,circumflex,Tahâre,true,391,same_as_original,review,,
862,azîm,339,81,circumflex,azîm,true,389,same_as_original,review,,
863,bakî,339,61,circumflex,bakî,true,389,same_as_original,review,,
864,kâfirdir,339,113,circumflex,kâfirdir,true,389,same_as_original,review,,
865,halükârda,338,90,circumflex,halükârda,true,388,same_as_original,review,,
866,imkânını,337,97,circumflex,imkânını,true,387,same_as_original,review,,
867,kâinatın,335,105,circumflex,kâinatın,true,385,same_as_original,review,,
868,helâldir,334,63,circumflex,helâldir,true,384,same_as_original,review,,
869,Kur'ân'daki,333,110,circumflex|apostrophe,Kur'ândaki,false,448,,accept,,
870,Katâde'nin,332,52,circumflex|apostrophe,Katâdenin,false,447,,accept,,
871,Âhırette,332,68,circumflex,Âhırette,true,382,same_as_original,review,,
872,Yâhud,332,70,circumflex,Yâhud,true,382,same_as_original,review,,
873,istidlâl,331,82,circumflex,istidlâl,true,381,same_as_original,review,,
874,mecrûr,331,92,circumflex,mecrûr,true,381,same_as_original,review,,
875,kırâatta,330,45,circumflex,kırâatta,true,380,same_as_original,review,,
876,yemîn,330,50,circumflex,yemîn,true,380,same_as_original,review,,
877,Sûresini,329,61,circumflex,Sûresini,true,379,same_as_original,review,,
878,nübüvvetini,329,52,specialized-legacy,nübüvvetini,true,349,same_as_original,review,,
879,keffâret,328,36,circumflex,keffâret,true,378,same_as_original,review,,
880,Sa'lebe,327,51,apostrophe,Salebe,false,392,apostrophe_only,review,,
881,kıyâmetin,327,82,circumflex,kıyâmetin,true,377,same_as_original,review,,
882,kâfiri,326,114,circumflex,kâfiri,true,376,same_as_original,review,,
883,Rasûl,326,60,circumflex,Rasûl,true,376,same_as_original,review,,
884,alâmetleri,325,88,circumflex,alâmetleri,true,375,same_as_original,review,,
885,âsi,324,86,circumflex,âsi,true,374,same_as_original|short_token,review,,
887,rüzgârları,323,78,circumflex,rüzgârları,true,373,same_as_original,review,,
888,inzâr,322,44,circumflex,inzâr,true,372,same_as_original,review,,
889,Derdâ'dan,321,70,circumflex|apostrophe,Derdâ'dan,true,401,same_as_original,review,,
890,Ba'zıları,321,73,apostrophe,Bazıları,false,386,apostrophe_only,review,,
891,ric'at,320,25,apostrophe,ricat,false,385,apostrophe_only,review,,
892,âleme,320,103,circumflex,âleme,true,370,same_as_original,review,,
893,mânâsıyla,320,55,circumflex,mânâsıyla,true,370,same_as_original,review,,
894,hey'eti,319,44,apostrophe,heyeti,false,384,apostrophe_only,review,,
895,Heysemî,319,51,circumflex,Heysemî,true,369,same_as_original,review,,
896,Fâtır,318,106,circumflex,Fâtır,true,368,same_as_original,review,,
897,aleyhissalâtü,317,57,circumflex,aleyhissalâtü,true,367,same_as_original,review,,
898,inkârları,317,106,circumflex,inkârları,true,367,same_as_original,review,,
899,mânaya,317,17,circumflex,mânaya,true,367,same_as_original,review,,
900,mahkûm,316,73,circumflex,mahkûm,true,366,same_as_original,review,,
901,Kabe'yi,315,68,apostrophe,Kabeyi,false,380,apostrophe_only,review,,
902,Sıddîk,315,83,circumflex,Sıddîk,true,365,same_as_original,review,,
905,Allah'la,313,94,apostrophe,Allahla,false,378,apostrophe_only,review,,
906,Muhammed'den,312,97,apostrophe,Muhammedden,false,377,apostrophe_only,review,,
907,hadîsi,312,67,circumflex,hadîsi,true,362,same_as_original,review,,
910,şâmil,311,76,circumflex,şâmil,true,361,same_as_original,review,,
911,Berâ,310,73,circumflex,Berâ,true,360,same_as_original,review,,
912,sûreler,309,159,circumflex,sûreler,true,359,same_as_original,review,,
913,ta'kıb,308,49,apostrophe,takıb,false,373,apostrophe_only,review,,
914,âhir,308,91,circumflex,âhir,true,358,same_as_original,review,,
915,ifâdedir,308,42,circumflex,ifâdedir,true,358,same_as_original,review,,
916,ilân,308,86,circumflex,ilân,true,358,same_as_original,review,,
917,Müsned'de,307,53,apostrophe,Müsnedde,false,372,apostrophe_only,review,,
918,Ammâr,306,50,circumflex,Ammâr,true,356,same_as_original,review,,
919,beşerî,304,85,circumflex,beşerî,true,354,same_as_original,review,,
920,müteşâbih,304,13,circumflex,müteşâbih,true,354,same_as_original,review,,
921,Şafiî'nin,303,22,circumflex|apostrophe,Şafiî'nin,true,383,same_as_original,review,,
922,Ankebût,302,79,circumflex,Ankebût,true,352,same_as_original,review,,
923,Enbarî,302,65,circumflex,Enbarî,true,352,same_as_original,review,,
924,Şuarâ,302,102,circumflex,Şuarâ,true,352,same_as_original,review,,
925,umûm,302,33,circumflex,umûm,true,352,same_as_original,review,,
926,mânasında,301,18,circumflex,mânasında,true,351,same_as_original,review,,
927,rüzgârın,301,86,circumflex,rüzgârın,true,351,same_as_original,review,,
929,mânâlarına,300,72,circumflex,mânâlarına,true,350,same_as_original,review,,
930,Mesâhifte,300,31,circumflex,Mesâhifte,true,350,same_as_original,review,,
931,tevhîd,300,73,circumflex,tevhîd,true,350,same_as_original,review,,
932,Zübeyr'den,299,97,apostrophe,Zübeyrden,false,364,apostrophe_only,review,,
933,Âişe'nin,298,44,circumflex|apostrophe,Âişenin,false,413,,accept,,
934,kâne,298,83,circumflex,kâne,true,348,same_as_original,review,,
935,salâh,298,80,circumflex,salâh,true,348,same_as_original,review,,
936,Âyetleri,296,178,circumflex,Âyetleri,true,346,same_as_original,review,,
937,mükâfatları,296,75,circumflex,mükâfatları,true,346,same_as_original,review,,
938,mânâsınadır,295,69,circumflex,mânâsınadır,true,345,same_as_original,review,,
939,zekâtın,295,64,circumflex,zekâtın,true,345,same_as_original,review,,
940,Bekir'in,294,53,apostrophe,Bekirin,false,359,apostrophe_only,review,,
941,mu'cizeleri,294,56,apostrophe,mucizeleri,false,359,apostrophe_only,review,,
942,Ubâde,293,60,circumflex,Ubâde,true,343,same_as_original,review,,
943,Mısır'dan,291,59,apostrophe,Mısırdan,false,356,apostrophe_only,review,,
944,Mus'ab,291,90,apostrophe,Musab,false,356,apostrophe_only,review,,
945,Nûh'a,290,56,circumflex,Nûha,false,375,,accept,,
946,bey'at,290,38,apostrophe,beyat,false,355,apostrophe_only,review,,
947,Haram'da,290,43,apostrophe,Haramda,false,355,apostrophe_only,review,,
948,âlemlerden,290,75,circumflex,âlemlerden,true,340,same_as_original,review,,
949,âyetleriyle,290,110,circumflex,âyetleriyle,true,340,same_as_original,review,,
950,hârika,290,54,circumflex,hârika,true,340,same_as_original,review,,
951,Hilâl,290,53,circumflex,Hilâl,true,340,same_as_original,review,,
952,rüzgârlar,290,68,circumflex,rüzgârlar,true,340,same_as_original,review,,
954,Ensâr,289,54,circumflex,Ensâr,true,339,same_as_original,review,,
956,zatî,289,74,circumflex,zatî,true,339,same_as_original,review,,
957,Aziz'in,288,17,apostrophe,Azizin,false,353,apostrophe_only,review,,
958,Derdâ,288,73,circumflex,Derdâ,true,338,same_as_original,review,,
959,manî,288,34,circumflex,manî,true,338,same_as_original,review,,
961,Sûrede,288,117,circumflex,Sûrede,true,338,same_as_original,review,,
962,tilâvet,288,76,circumflex,tilâvet,true,338,same_as_original,review,,
963,vücûd,288,48,circumflex,vücûd,true,338,same_as_original,review,,
964,âmil,287,89,circumflex,âmil,true,337,same_as_original,review,,
965,berî,287,61,circumflex,berî,true,337,same_as_original,review,,
966,Hammâd,287,72,circumflex,Hammâd,true,337,same_as_original,review,,
967,Tayâlisî,287,57,circumflex,Tayâlisî,true,337,same_as_original,review,,
968,ta'zîm,286,87,circumflex|apostrophe,tazîm,false,401,,accept,,
969,Hişâm,286,85,circumflex,Hişâm,true,336,same_as_original,review,,
970,Sülemî,286,77,circumflex,Sülemî,true,336,same_as_original,review,,
971,a'lâ,285,56,circumflex,alâ,false,370,short_token,accept,,
972,Şam'da,285,94,apostrophe,Şamda,false,350,apostrophe_only,review,,
973,ta'rif,285,65,apostrophe,tarif,false,350,apostrophe_only,review,,
974,Avfî,284,57,circumflex,Avfî,true,334,same_as_original,review,,
975,Câfer,284,43,circumflex,Câfer,true,334,same_as_original,review,,
976,dîye,284,88,circumflex,dîye,true,334,same_as_original,review,,
977,Medenî,284,92,circumflex,Medenî,true,334,same_as_original,review,,
978,Zekeriyyâ,284,18,circumflex,Zekeriyyâ,true,334,same_as_original,review,,
979,Evvelâ,283,58,circumflex,Evvelâ,true,333,same_as_original,review,,
980,islâmın,283,38,circumflex,islâmın,true,333,same_as_original,review,,
981,Kâbe,283,50,circumflex,Kâbe,true,333,same_as_original,review,,
982,vâki,283,61,circumflex,vâki,true,333,same_as_original,review,,
983,Malik'in,281,62,apostrophe,Malikin,false,346,apostrophe_only,review,,
984,Kur'an'dan,280,75,apostrophe,Kuran,false,345,apostrophe_only,review,,
986,Âyetten,279,73,circumflex,Âyetten,true,329,same_as_original,review,,
987,Teâlâ'nın,278,88,circumflex|apostrophe,Teâlâ'nın,true,358,same_as_original,review,,
988,alel'umum,278,41,apostrophe,alelumum,false,343,apostrophe_only,review,,
989,ma'bud,278,57,apostrophe,mabud,false,343,apostrophe_only,review,,
990,Ezrakî,278,5,circumflex,Ezrakî,true,328,same_as_original,review,,
991,şâyet,278,48,circumflex,şâyet,true,328,same_as_original,review,,
992,Leheb'in,277,47,apostrophe,Lehebin,false,342,apostrophe_only,review,,
993,nazarî,277,60,circumflex,nazarî,true,327,same_as_original,review,,
994,Şûra,277,68,circumflex,Şûra,true,327,same_as_original,review,,
995,Nûh'u,276,87,circumflex,Nûhu,false,361,,accept,,
996,Muhammed'dir,276,56,apostrophe,Muhammeddir,false,341,apostrophe_only,review,,
997,lâfzında,276,98,circumflex,lâfzında,true,326,same_as_original,review,,
998,Kâ'be'nin,275,46,circumflex|apostrophe,Kâ'benin,false,390,,accept,,
999,ilâhiyye,275,60,circumflex,ilâhiyye,true,325,same_as_original,review,,
1000,tevili,275,85,specialized-legacy,tevili,true,295,same_as_original,review,,
